surface,reading
代理人,だいりにん
嫌悪,けんお
満員,まんいん
ハーブ,はーぶ
肝,きも
かかわり,かかわり
ネギ,ねぎ
文化財,ぶんかざい
クン,くん
判事,はんじ
有名人,ゆうめいにん
東芝,とうしば
ラベル,らべる
群れ,むれ
先般,せんぱん
所要,しょよう
四季,しき
好む,このむ
猛,たけし
悔しい,くやしい
落ち込ん,おちこん
マザー,まざー
リンゴ,りんご
かか,かか
目当て,めあて
割っ,わりっ
川口,かわぐち
おなじみ,おなじみ
子孫,しそん
取扱い,とりあつかい
お越し,おこし
加減,かげん
降りる,おりる
ストーン,すとーん
オーラ,おーら
若く,わかく
めちゃくちゃ,めちゃくちゃ
所詮,しょせん
ぼんやり,ぼんやり
はた,はた
弊害,へいがい
異様,いよう
陰謀,いんぼう
瓶,びん
ピックアップ,ぴっくあっぷ
行ない,おこない
ニュアンス,にゅあんす
十一月,じゅういちがつ
増殖,ぞうしょく
通学,つうがく
繋がり,つながり
整合,せいごう
啓発,けいはつ
残酷,ざんこく
偽,にせ
絶滅,ぜつめつ
暮れ,くれ
カロリー,かろりー
あたりまえ,あたりまえ
まり,まり
カッ,かっ
ポーズ,ぽーず
崩し,くずし
曲線,きょくせん
寸前,すんぜん
郵送,ゆうそう
指輪,ゆびわ
満点,まんてん
親族,しんぞく
巡り,めぐり
口頭,こうとう
渡さ,わたさ
初代,しょだい
図り,はかり
マイナー,まいなー
だんな,だんな
チキン,ちきん
弾き,ひき
待ち合わせ,まちあわせ
ラボ,らぼ
対比,たいひ
右翼,うよく
公判,こうはん
愛用,あいよう
磴,はし
苦しむ,くるしむ
農産物,のうさんぶつ
宛,ずつ
水面,すいめん
ホー,ほう
ヴィンチ,ゔぃんち
ルイス,るいす
終える,おえる
疑わ,うたがわ
逃れ,のがれ
圧迫,あっぱく
フィルター,ふぃるたー
虹,にじ
バンコク,ばんこく
発症,はっしょう
療養,りょうよう
眞,しん
つぎ,つぎ
風俗,ふうぞく
アクセサリー,あくせさりー
有意義,ゆういぎ
強かっ,つよかっ
飼育,しいく
稼働,かどう
一律,いちりつ
葛藤,かっとう
カズ,かず
卸売,おろしうり
Ｔシャツ,Ｔしゃつ
少なから,すくなから
集落,しゅうらく
値する,あたいする
石田,いしだ
話し合っ,はなしあっ
ニッポン放送,にっぽんほうそう
極東,きょくとう
探索,たんさく
活力,かつりょく
実例,じつれい
じつは,じつは
舞,まい
戦車,せんしゃ
わたくし,わたくし
長谷川,はせがわ
伸ばす,のばす
止まる,とまる
自称,じしょう
すぐれ,すぐれ
膜,まく
押さ,おさ
口調,くちょう
端的,たんてき
カリキュラム,かりきゅらむ
フリ,ふり
でかい,でかい
修士,しゅうし
宝石,ほうせき
警察庁,けいさつちょう
スミス,すみす
低迷,ていめい
根源,こんげん
不倫,ふりん
停滞,ていたい
アイデンティティ,あいでんてぃてぃ
苦悩,くのう
落語,らくご
正に,まさに
益,えき
稀,まれ
教団,きょうだん
ノイズ,のいず
コイン,こいん
ホン,ほん
メン,めん
フライト,ふらいと
プロモーション,ぷろもーしょん
ジャーナリズム,じゃーなりずむ
御存じ,ごぞんじ
称し,しょうし
鮮明,せんめい
悪質,あくしつ
正社員,せいしゃいん
等しい,ひとしい
圓,まどか
イマイチ,いまいち
ジーンズ,じーんず
プロレス,ぷろれす
市川,いちかわ
ストア,すとあ
着る,きる
アナウンス,あなうんす
５つ,５つ
遂げ,とげ
ゲル,げる
ヤン,やん
同感,どうかん
勧誘,かんゆう
エリ,えり
まつり,まつり
ノルウェー,のるうぇー
なのに,なのに
吹き,ふき
終戦,しゅうせん
コンビ,こんび
咲く,さく
っぷり,っぷり
ささやか,ささやか
黄色い,きいろい
ネオ,ねお
携わっ,たずさわっ
スゴイ,すごい
おやじ,おやじ
劣化,れっか
真っ赤,まっか
源泉,げんせん
滋賀,しが
勤労,きんろう
突き,つき
義務教育,ぎむきょういく
にまつわる,にまつわる
炭,すみ
名義,めいぎ
掛かっ,かかっ
敢えて,あえて
まもなく,まもなく
人質,ひとじち
増強,ぞうきょう
見つかり,みつかり
迫ら,さこら
度合い,どあい
祝福,しゅくふく
Copyright,Copyright
アマ,あま
戦時,せんじ
莫大,ばくだい
創刊,そうかん
斉藤,さいとう
ちっとも,ちっとも
梅田,うめだ
代わっ,かわっ
音色,ねいろ
さり,さり
杉,すぎ
チェコ,ちぇこ
書士,しょし
後藤,ごとう
結ば,むすば
ディズニー,でぃずにー
売春,ばいしゅん
太鼓,たいこ
ウェブログ,うぇぶろぐ
ドリンク,どりんく
おいし,おいし
岡,おか
ヴァイオリン,ゔぁいおりん
狂っ,くるっ
旅館,りょかん
曇り,くもり
ねっ,ねっ
パブリック,ぱぶりっく
かかわっ,かかわっ
革,かわ
境,さかい
ブリッジ,ぶりっじ
討議,とうぎ
情緒,じょうちょ
湿度,しつど
カリスマ,かりすま
熱意,ねつい
屋敷,やしき
必見,ひっけん
飲料,いんりょう
怒る,おこる
ダンナ,だんな
弱点,じゃくてん
飼い主,かいぬし
頂ける,いただける
共演,きょうえん
ドラッグ,どらっぐ
手入れ,ていれ
正日,しょうにち
通す,とおす
一族,いちぞく
捧げ,ささげ
機材,きざい
嫉妬,しっと
めい,めい
異性,いせい
漢,かん
だからといって,だからといって
大震災,だいしんさい
平行,へいこう
わっ,わっ
街道,かいどう
西側,にしがわ
チャンピオン,ちゃんぴおん
毎朝,まいあさ
さらさ,さらさ
万全,ばんぜん
幹,みき
きく,きく
ばん,ばん
役立ち,やくだち
頭脳,ずのう
対等,たいとう
ハリー,はりー
秘め,ひめ
一目,いちもく
エース,えーす
根性,こんじょう
推理,すいり
配給,はいきゅう
抜く,ぬく
引き起こす,ひきおこす
調停,ちょうてい
早起き,はやおき
活字,かつじ
イデオロギー,いでおろぎー
ユーモア,ゆーもあ
親指,おやゆび
なおかつ,なおかつ
時折,ときおり
属し,ぞくし
今井,いまい
鍛え,きたえ
専念,せんねん
県警,けんけい
盛り,もり
河川,かせん
作り出し,つくりだし
通達,つうたつ
慰安,いあん
きみ,きみ
パンチ,ぱんち
ヒル,ひる
試写,ししゃ
所持,しょじ
保っ,たもっ
敗訴,はいそ
並行,へいこう
すげ,すげ
とたん,とたん
上る,のぼる
先制,せんせい
ユニ,ゆに
可決,かけつ
北米,ほくべい
一口,ひとくち
エンディング,えんでぃんぐ
長所,ちょうしょ
取り戻し,とりもどし
全集,ぜんしゅう
母さん,ははさん
楽譜,がくふ
出番,でばん
負債,ふさい
クリップ,くりっぷ
もたらさ,もたらさ
紳士,しんし
久,きゅう
貨物,かもつ
それなのに,それなのに
いやぁ,いやぁ
もっぱら,もっぱら
売,うり
バラバラ,ばらばら
庭園,ていえん
スパム,すぱむ
風土,ふうど
安藤,あんどう
民法,みんぽう
おもっ,おもっ
弓,ゆみ
上回っ,うわまわっ
フィードバック,ふぃーどばっく
勝てる,かてる
遂に,ついに
やま,やま
フー,ふー
きん,きん
待て,まて
対し,たいし
風潮,ふうちょう
ブラウン,ぶらうん
しょっちゅう,しょっちゅう
参,さん
こなす,こなす
富士山,ふじやま
小学,しょうがく
変形,へんけい
産経新聞,さんけいしんぶん
思惑,おもわく
日本海,にっぽんかい
下し,おろし
見逃し,みのがし
花見,はなみ
炒め,いため
大賞,たいしょう
教官,きょうかん
暦,こよみ
気が付い,きがつい
麻痺,まひ
いっそう,いっそう
効力,こうりょく
学院,がくいん
グラフィック,ぐらふぃっく
スリー,すりー
繩,なわ
藤井,ふじい
働きかけ,はたらきかけ
思いつき,おもいつき
及ん,およん
当分,とうぶん
錯覚,さっかく
うつ,うつ
解ら,わから
おおむね,おおむね
潜水艦,せんすいかん
愚痴,ぐち
移り,うつり
乗車,じょうしゃ
如何に,いかに
清掃,せいそう
次郎,じろう
字幕,じまく
機内,きない
愛媛,えひめ
試行錯誤,しこうさくご
何者,なにもの
混合,こんごう
刑法,けいほう
手伝い,てつだい
当たら,あたら
小物,こもの
人体,じんたい
死後,しご
ヒルズ,ひるず
試算,しさん
楽観,らっかん
ガキ,がき
満喫,まんきつ
衆院,しゅういん
パキスタン,ぱきすたん
酸化,さんか
秘訣,ひけつ
打ち出し,うちだし
聴か,きか
苗,なえ
つなぐ,つなぐ
お寺,おてら
庵,いお
溝,みぞ
前年度,ぜんねんど
金曜,きんよう
ギャンブル,ぎゃんぶる
足し,たし
屋上,おくじょう
お断り,おことわり
高裁,こうさい
小倉,おぐら
ぶつけ,ぶつけ
超過,ちょうか
態勢,たいせい
引っ張っ,ひっぱっ
タブ,たぶ
実物,じつぶつ
集積,しゅうせき
圧,あつ
驚異,きょうい
久保,くぼ
頂点,ちょうてん
白書,はくしょ
前面,ぜんめん
絶えず,たえず
政令,せいれい
シェフ,しぇふ
取り戻す,とりもどす
はなれ,はなれ
文芸,ぶんげい
未熟,みじゅく
外科,げか
暑く,あつく
陽気,ようき
ランダム,らんだむ
付け加え,つけくわえ
読み方,よみかた
本店,ほんてん
新品,しんぴん
併せ,あわせ
利便,りべん
浮上,ふじょう
互い,たがい
皆さま,みなさま
ヨガ,よが
つない,つない
おじいちゃん,おじいちゃん
常任,じょうにん
換算,かんさん
平安,へいあん
につれ,につれ
握り,にぎり
サクラ,さくら
カウンセラー,かうんせらー
みなさ,みなさ
補佐,ほさ
魔術,まじゅつ
ズボン,ずぼん
排水,はいすい
復元,ふくげん
続々,ぞくぞく
多額,たがく
湾,わん
悪影響,あくえいきょう
ユース,ゆーす
たまらない,たまらない
機体,きたい
キレ,きれ
市立,しりつ
喫茶,きっさ
直径,ちょっけい
マスメディア,ますめでぃあ
直線,ちょくせん
待遇,たいぐう
ラス,らす
栄光,えいこう
つかっ,つかっ
公募,こうぼ
気に入ら,きにはいら
シャッター,しゃったー
絡ん,からん
音楽家,おんがくか
何でも,なんでも
ヨルダン,よるだん
泥,どろ
さよう,さよう
補強,ほきょう
内装,ないそう
心地よい,ここちよい
第一歩,だいいちほ
団塊,だんかい
おいおい,おいおい
パブ,ぱぶ
味わう,あじわう
残,ざん
常連,じょうれん
名物,めいぶつ
平野,ひらの
多彩,たさい
響く,ひびく
同氏,どうし
人びと,ひとびと
家畜,かちく
罠,わな
お部屋,おへや
高木,たかぎ
混じっ,まじっ
壮大,そうだい
ハルヒ,はるひ
沿岸,えんがん
ふた,ふた
ポジティブ,ぽじてぃぶ
過度,かど
はじまり,はじまり
フリーター,ふりーたー
続編,ぞくへん
コラボレーション,こらぼれーしょん
団結,だんけつ
解く,とく
ちと,ちと
代目,だいめ
西日本,にしにっぽん
情報処理,じょうほうしょり
人柄,ひとがら
熱狂,ねっきょう
キリ,きり
わい,わい
ウクライナ,うくらいな
責め,せめ
祖国,そこく
休む,やすむ
舎,しゃ
期日,きじつ
カール,かーる
巡っ,めぐっ
志望,しぼう
清潔,せいけつ
疲れる,つかれる
貝,かい
良質,りょうしつ
当店,とうてん
機密,きみつ
カウント,かうんと
